sn,species,lab_no,sex,pref_age,pref_status,blank_space,postf_age,postf_status,blanck,ageC,statusC,blanck,year,nest_ID,lay_date,Chick_trivial_ID,Ring_ID,site,Relative_hatch_order,hatch_order,age_diff,clutch_size,brood_size,No_fledgelings,Fledged?,Fledge_age,Fledge_mass,Fledge_tarsus,Fledge_FS,Fledge_FSO,blanck,ID_Bio_mom,ID_Bio_dad,paternity_text,paternity,Fledged,got_sender,Excluded_from_sendered,Last_recorded_age_days,Final_status,Details_about_final_status,Issues
711,WBC,CM05_127,F,15,0,,NA,NA,,15,0,,2005,2005_24,83,W-YAR 1   chick R 1+4,GN 52359,Kapunga,0.8,3,2,4,4,4,Yes,15,90,30.3,39.1,NA,,WBC#27,CM05_033,WPO,0,Yes,No,,15,Censored,,
712,WBC,CM05_047,M,14,0,,NA,NA,,30,0,,2005,GN_44460,22,White Coucal # 28 GN 44460,GN 44460,Kapunga,0.2,1,0,4,NA,NA,Yes,14,NA,NA,NA,NA,,CM05_037,CM05_038,WPO,0,Yes,No,,90,Censored,,Possibly adult?
713,WBC,CM05_073,M,14,0,,NA,NA,,30,0,,2005,GN_44484,17,GN 44484 Juvenile # 37,GN 44484,Kapunga,0.2,1,0,4,NA,NA,Yes,14,NA,NA,NA,NA,,WBC#26,WBC*15,WPO,0,Yes,No,,90,Censored,,Possibly adult?
714,WBC,CW13_010,M,15,0,,NA,NA,,15,0,,2006,2006_01,72,GN 52417,GN 52417,Kapunga,0.2,1,0,2,2,2,Yes,NA,NA,NA,NA,NA,,WBC#22,CW13_049,WPO,0,Yes,No,,15,Censored,,ask wolfi 
715,WBC,CW13_011,M,13,0,,NA,NA,,13,0,,2006,2006_01,72,GN 52418,GN 52418,Kapunga,1,2,1,2,2,2,Yes,NA,NA,NA,NA,NA,,WBC#22,CW13_049,WPO,0,Yes,No,,13,Censored,,ask wolfi 
716,WBC,CW13_001,M,11,0,,NA,NA,,11,0,,2006,2006_09,91,GN 52425,GN 52425,Kapunga,0.2,1,0,4,4,2,Yes,11,81,NA,NA,NA,,CW13_046,WBC*1,WPO,0,Yes,No,,11,Censored,,
717,WBC,CW13_002,F,10,0,,NA,NA,,10,0,,2006,2006_09,91,GN 52436,GN 52436,Kapunga,0.4,2,1,4,4,2,Yes,10,68,NA,NA,NA,,CW13_046,WBC*1,WPO,0,Yes,No,,10,Censored,,
718,WBC,CW13_101,F,6,1,,NA,NA,,6,1,,2008,2008_10,54,"ri 1,2,3,4",NA,Kapunga,0.2,1,0,4,3,0,No,NA,NA,NA,NA,NA,,WBC#1,CW13_126,WPO,0,No,No,,6,dead,,
719,WBC,CW13_127,F,16,0,,NA,NA,,16,0,,2010,2010_01,46,"ri 2,3",GN 55940,Kapunga,0.2,1,0,4,4,4,Yes,16,91,32.2,61,61,,CW13_397,CW13_237,WPO,0,Yes,No,,16,Censored,,
720,WBC,CW13_128,M,15,0,,NA,NA,,15,0,,2010,2010_01,46,"le 1,4",GN 55946,Kapunga,0.4,2,1,4,4,4,Yes,15,75,29.6,52,30,,CW13_397,CW13_237,WPO,0,Yes,No,,15,Censored,,
721,WBC,CW13_129,F,14,0,,NA,NA,,14,0,,2010,2010_01,46,"le 2,3",GN 55939,Kapunga,0.8,3,2,4,4,4,Yes,14,96,31.4,57,26,,CW13_397,CW13_237,WPO,0,Yes,No,,14,Censored,,
722,WBC,CW13_130,M,11,0,,NA,NA,,11,0,,2010,2010_01,46,"ri 1,4",NA,Kapunga,1,4,3,4,4,4,Yes,11,65,25.4,27,0,,CW13_397,CW13_237,WPO,0,Yes,No,,11,Censored,,
723,WBC,CW13_135,F,7,1,,NA,NA,,7,1,,2010,2010_03,41,"ri 2,3",NA,Kapunga,0.6,3,2,5,5,0,No,NA,NA,NA,NA,NA,,WBC#2,CW13_239,WPO,0,No,No,,7,dead,,
724,WBC,CW13_136,F,9,1,,NA,NA,,9,1,,2010,2010_03,41,"le 1,4",NA,Kapunga,0.4,2,1,5,5,0,No,NA,NA,NA,NA,NA,,WBC#2,CW13_239,WPO,0,No,No,,9,dead,,
725,WBC,CW13_137,F,9,1,,NA,NA,,9,1,,2010,2010_03,41,"le 2,3",NA,Kapunga,0.2,1,0,5,5,0,No,NA,NA,NA,NA,NA,,WBC#2,CW13_239,WPO,0,No,No,,9,dead,,
726,WBC,CW13_138,M,5,1,,NA,NA,,5,1,,2010,2010_03,41,"ri 1,4",NA,Kapunga,0.8,4,3,5,5,0,No,NA,NA,NA,NA,NA,,WBC#2,CW13_239,WPO,0,No,No,,5,dead,,
727,WBC,CW13_143,F,14,0,,NA,NA,,14,0,,2010,2010_05,34,"ri 1,4",GN 55927,Kapunga,0.2,1,0,4,2,2,Yes,14,93,28.4,43.5,5,,WBC#3,CW13_238,WPO,0,Yes,No,,14,Censored,,
728,WBC,CW13_144,F,17,0,,NA,NA,,17,0,,2010,2010_05,34,"ri 2,3",GN 55933,Kapunga,0.4,2,7,4,2,2,Yes,17,103,31.8,55,20,,WBC#3,CW13_238,WPO,0,Yes,No,,17,Censored,,
729,WBC,CW13_145,M,NA,NA,,NA,NA,,NA,NA,,2010,2010_05,34,germinal disk,NA,Kapunga,0.8,3,NA,4,2,2,No,NA,NA,NA,NA,NA,,WBC#3,CW13_238,WPO,0,NA,NA,,NA,Egg sample,,
730,WBC,CW13_146,M,NA,NA,,NA,NA,,NA,NA,,2010,2010_05,34,germinal disk,NA,Kapunga,1,4,NA,4,2,2,No,NA,NA,NA,NA,NA,,WBC#3,CW13_238,WPO,0,NA,NA,,NA,Egg sample,,
731,WBC,CW13_156,F,10,0,,NA,NA,,10,0,,2010,2010_08,35,"ri 2,3",GN 55926,Kapunga,0.8,3,2,4,4,3,Yes,10,81,26.6,31.5,0,,CW13_243,CW13_242,WPO,0,Yes,No,,10,Censored,,
732,WBC,CW13_157,M,6,1,,NA,NA,,6,1,,2010,2010_08,35,"ri 1,4",NA,Kapunga,1,4,3,4,4,3,No,NA,NA,NA,NA,NA,,CW13_243,CW13_242,WPO,0,No,No,,6,dead,,
733,WBC,CW13_158,M,12,0,,NA,NA,,12,0,,2010,2010_08,35,"le 2,3",GN 55925,Kapunga,0.2,1,0,4,4,3,Yes,12,91,28.4,45,0,,CW13_243,CW13_242,WPO,0,Yes,No,,12,Censored,,
734,WBC,CW13_159,F,11,0,,NA,NA,,11,0,,2010,2010_08,35,"le 1,4",GN 55924,Kapunga,0.4,2,1,4,4,3,Yes,11,97,29.3,38,0,,CW13_243,CW13_242,WPO,0,Yes,No,,11,Censored,,
735,WBC,CW13_162,F,18,0,,NA,NA,,18,0,,2010,2010_11,60,"ri 2,3",GN 56765,Kapunga,0.2,1,0,4,3,1,Yes,18,110,33.4,70,70,,WBC#2,CW13_239,EPO,1,Yes,No,,18,Censored,,
736,WBC,CW13_163,M,15,1,,NA,NA,,15,1,,2010,2010_11,60,"le 2,3",GN 56767,Kapunga,0.8,3,2,4,3,1,No,NA,NA,NA,NA,NA,,WBC#2,CW13_239,EPO,1,No,No,,15,dead,,
737,WBC,CW13_173,F,14,0,,NA,NA,,14,0,,2010,2010_18,70,"ri 1,4",GN 56784,Kapunga,0.2,1,0,5,5,5,Yes,14,104,29.5,38,1,,CW13_243,CW13_242,WPO,0,Yes,No,,14,Censored,,
738,WBC,CW13_174,M,13,0,,NA,NA,,13,0,,2010,2010_18,70,"le 2,3",GN 56786,Kapunga,0.4,2,1,5,5,5,Yes,13,84,28.2,36,2,,CW13_243,CW13_242,WPO,0,Yes,No,,13,Censored,,
739,WBC,CW13_175,F,17,0,,NA,NA,,17,0,,2010,2010_18,70,"ri 1,2,3,4",GN 56788,Kapunga,0.8,4,3,5,5,5,Yes,17,109,30.7,32,20,,CW13_243,CW13_242,WPO,0,Yes,No,,17,Censored,,
740,WBC,CW13_176,M,17,0,,NA,NA,,17,0,,2010,2010_18,70,"ri 2,3",GN 56785,Kapunga,0.6,3,2,5,5,5,Yes,17,87,32.1,34,22,,CW13_243,CW13_242,WPO,0,Yes,No,,17,Censored,,
741,WBC,CW13_177,F,16,0,,NA,NA,,16,0,,2010,2010_18,70,"le 1,4",GN 56789,Kapunga,1,5,4,5,5,5,Yes,16,97,30.2,25,23,,CW13_243,WBC*2,EPO,1,Yes,No,,16,Censored,,
742,WBC,CW13_178,F,13,0,,NA,NA,,13,0,,2010,2010_19,63,"ri 2,3",GN 56780,Kapunga,0.2,1,0,6,6,4,Yes,13,76,29.2,36,2,,CW13_256,CW13_257,WPO,0,Yes,No,,13,Censored,,
743,WBC,CW13_179,F,15,0,,NA,NA,,15,0,,2010,2010_19,63,"ri 1,4",GN 56779,Kapunga,0.4,2,1,6,6,4,Yes,15,81,31,28,22,,CW13_256,CW13_257,WPO,0,Yes,No,,15,Censored,,
744,WBC,CW13_180,F,13,0,,NA,NA,,13,0,,2010,2010_19,63,"le 1,4",GN 56783,Kapunga,0.8,4,3,6,6,4,Yes,13,79,30,30,11,,CW13_256,CW13_257,WPO,0,Yes,No,,13,Censored,,
745,WBC,CW13_181,M,14,0,,NA,NA,,14,0,,2010,2010_19,63,"le 2,3",GN 56778,Kapunga,0.6,3,2,6,6,4,Yes,14,83,31,32.5,26,,CW13_256,CW13_257,WPO,0,Yes,No,,14,Censored,,
746,WBC,CW13_182,M,8,1,,NA,NA,,8,1,,2010,2010_19,63,"ri 1,2,3,4",NA,Kapunga,1,5,4,6,6,4,No,NA,NA,NA,NA,NA,,CW13_256,CW13_257,WPO,0,No,No,,8,dead,,
747,WBC,CW13_183,M,13,0,,NA,NA,,13,0,,2010,2010_20,65,"le 1,4",GN 56775,Kapunga,0.8,4,2,6,6,4,Yes,13,75,27.3,26,15,,CW13_255,CW13_399,WPO,0,Yes,No,,13,Censored,,
748,WBC,CW13_184,F,15,0,,NA,NA,,15,0,,2010,2010_20,65,"ri 2,3",GN 56770,Kapunga,0.2,1,0,6,6,4,Yes,15,80,31,12.6,33,,CW13_255,CW13_399,WPO,0,Yes,No,,15,Censored,,
749,WBC,CW13_185,M,15,0,,NA,NA,,15,0,,2010,2010_20,65,"le 2,3",GN 56774,Kapunga,0.6,3,0,6,6,4,Yes,15,72,29.2,27,22,,CW13_255,CW13_399,WPO,0,Yes,No,,15,Censored,,
750,WBC,CW13_186,F,14,0,,NA,NA,,14,0,,2010,2010_20,65,"ri 1,4",NA,Kapunga,0.4,2,0,6,6,4,Yes,14,73,28,37,4,,CW13_255,CW13_399,WPO,0,Yes,No,,14,Censored,,
751,WBC,CW13_196,F,14,0,,NA,NA,,14,0,,2010,2010_26,75,"le 1,4",GN 56771,Kapunga,0.4,2,1,5,4,4,Yes,14,91,32.5,34,21,,WBC#4,WBC*3,WPO,0,Yes,No,,14,Censored,,
752,WBC,CW13_197,M,15,0,,NA,NA,,15,0,,2010,2010_26,75,"le 2,3",GN 56773,Kapunga,0.6,3,3,5,4,4,Yes,15,95,29.1,38,22,,WBC#4,WBC*3,WPO,0,Yes,No,,15,Censored,,
753,WBC,CW13_198,M,13,0,,NA,NA,,13,0,,2010,2010_26,75,"ri 1,4",GN 56772,Kapunga,0.2,1,0,5,4,4,Yes,13,87,31,28,26,,WBC#4,WBC*3,WPO,0,Yes,No,,13,Censored,,
754,WBC,CW13_199,M,15,0,,NA,NA,,15,0,,2010,2010_26,75,"ri 2,3",GN 56787,Kapunga,0.8,4,4,5,4,4,Yes,15,65.5,24,25.5,8,,WBC#4,WBC*3,WPO,0,Yes,No,,15,Censored,,
755,WBC,CW13_200,M,NA,NA,,NA,NA,,NA,NA,,2010,2010_26,75,egg with germinal disc,NA,Kapunga,1,5,5,5,4,4,No,NA,NA,NA,NA,NA,,WBC#4,WBC*3,WPO,0,NA,NA,,NA,Egg sample,,
756,WBC,CW13_206,F,15,0,,NA,NA,,15,0,,2010,2010_22,78,"ri 1,4",GN 59792,Kapunga,0.2,1,0,4,2,1,Yes,15,77.5,27,31,16,,WBC#3,CW13_238,WPO,0,Yes,No,,15,Censored,,
757,WBC,CW13_207,F,15,1,,NA,NA,,15,1,,2010,2010_22,78,"le 2,3",NA,Kapunga,0.4,2,3,4,2,1,No,NA,NA,NA,NA,NA,,WBC#3,CW13_238,WPO,0,No,No,,15,dead,,
758,WBC,CW13_208,M,NA,NA,,NA,NA,,NA,NA,,2010,2010_22,78,egg with germinal disc,NA,Kapunga,0.8,3,4,4,2,1,No,NA,NA,NA,NA,NA,,WBC#3,CW13_238,WPO,0,NA,NA,,NA,Egg sample,,
759,WBC,CW13_209,F,NA,NA,,NA,NA,,NA,NA,,2010,2010_22,78,egg with germinal disc,NA,Kapunga,1,4,5,4,2,1,No,NA,NA,NA,NA,NA,,WBC#3,CW13_238,WPO,0,NA,NA,,NA,Egg sample,,
760,WBC,CW13_210,M,6,1,,NA,NA,,6,1,,2010,2010_23,77,"le 2,3",NA,Kapunga,0.4,2,1,5,5,0,No,NA,NA,NA,NA,NA,,WBC#2,CW13_239,WPO,0,No,No,,6,dead,,
761,WBC,CW13_211,M,5,1,,NA,NA,,5,1,,2010,2010_23,77,"ri 1,4",NA,Kapunga,0.6,3,2,5,5,0,No,NA,NA,NA,NA,NA,,WBC#2,CW13_239,WPO,0,No,No,,5,dead,,
762,WBC,CW13_212,M,6,1,,NA,NA,,6,1,,2010,2010_23,77,"ri 2,3",NA,Kapunga,0.2,1,0,5,5,0,No,NA,NA,NA,NA,NA,,WBC#2,CW13_239,WPO,0,No,No,,6,dead,,
763,WBC,CW13_217,F,12,1,,NA,NA,,12,1,,2010,2010_30,78,"le 1,4",NA,Kapunga,0.2,1,0,4,4,0,No,NA,NA,NA,NA,NA,,CW13_397,CW13_237,WPO,0,Yes,No,,12,dead,,
764,WBC,CW13_218,F,10,1,,NA,NA,,10,1,,2010,2010_30,78,"ri 2,3",NA,Kapunga,0.8,3,2,4,4,0,No,NA,NA,NA,NA,NA,,CW13_397,CW13_237,WPO,0,Yes,No,,10,dead,,
765,WBC,CW13_219,M,11,1,,NA,NA,,11,1,,2010,2010_30,78,"ri 1,4",NA,Kapunga,0.4,2,1,4,4,0,No,NA,NA,NA,NA,NA,,CW13_397,CW13_237,WPO,0,Yes,No,,11,dead,,
766,WBC,CW13_220,M,8,1,,NA,NA,,8,1,,2010,2010_30,78,"le 2,3",NA,Kapunga,1,4,4,4,4,0,No,NA,NA,NA,NA,NA,,CW13_397,CW13_237,WPO,0,Yes,No,,8,dead,,
767,WBC,CW13_231,M,15,0,,NA,NA,,15,0,,2010,2010_40,83,"ri 1,4",GN 56794,Kapunga,0.4,2,1,5,2,2,Yes,15,87,31.5,38.5,17,,CW13_260,WBC*4,WPO,0,Yes,No,,15,Censored,,
768,WBC,CW13_232,F,16,0,,NA,NA,,16,0,,2010,2010_40,83,"le 2,3",GN 56795,Kapunga,0.2,1,0,5,2,2,Yes,16,97,31.5,39,2,,CW13_260,WBC*4,WPO,0,Yes,No,,16,Censored,,
769,WBC,CW13_279,M,14,0,,NA,NA,,14,0,,2011,2011_02,54,"re 1,4",GN 56815,Kapunga,0.6,2,1,3,2,2,Yes,14,97,31.5,45,0,,WBC#2,CW13_238,WPO,0,Yes,No,,14,Censored,,
770,WBC,CW13_280,M,15,0,,NA,NA,,15,0,,2011,2011_02,54,"li 1,4",GN 56819,Kapunga,0.2,1,0,3,2,2,Yes,15,91,29.5,43,2,,WBC#2,CW13_238,WPO,0,Yes,No,,15,Censored,,
771,WBC,CW13_281,M,NA,NA,,NA,NA,,NA,NA,,2011,2011_02,54,embryo from egg,NA,Kapunga,1,3,2,3,2,2,No,NA,NA,NA,NA,NA,,WBC#2,CW13_238,WPO,0,NA,NA,,NA,Egg sample,,
772,WBC,CW13_268,M,17,0,,NA,NA,,17,0,,2011,2011_03,37,"ri 2,3",GN 56806,Kapunga,0.2,1,0,3,2,2,Yes,17,79,29.2,50,17,,CW13_391,WBC*6,WPO,0,Yes,No,,17,Censored,,
773,WBC,CW13_269,F,18,0,,NA,NA,,18,0,,2011,2011_03,37,"le 1,4",GN 56811,Kapunga,1,3,3,3,2,2,Yes,18,109,32.2,51,25,,CW13_391,WBC*6,WPO,0,Yes,No,,18,Censored,,
774,WBC,CW13_270,M,NA,NA,,NA,NA,,NA,NA,,2011,2011_03,37,"unhatched egg (embryo, already smelly)",NA,Kapunga,0.6,2,2,3,2,2,No,NA,NA,NA,NA,NA,,CW13_391,WBC*6,WPO,0,NA,NA,,NA,Egg sample,,
775,WBC,CW13_271,F,11,1,,NA,NA,,11,1,,2011,2011_04,48,"ri 2,3",NA,Kapunga,0.4,2,0,4,4,0,No,NA,NA,NA,NA,NA,,WBC#5,WBC*7,WPO,0,No,No,,11,dead,,
776,WBC,CW13_272,M,8,1,,NA,NA,,8,1,,2011,2011_04,48,"le 2,3",NA,Kapunga,1,4,2,4,4,0,No,NA,NA,NA,NA,NA,,WBC#5,WBC*7,WPO,0,No,No,,8,dead,,
777,WBC,CW13_273,M,8,1,,NA,NA,,8,1,,2011,2011_04,48,"ri 1,4",NA,Kapunga,0.2,1,0,4,4,0,No,NA,NA,NA,NA,NA,,WBC#5,WBC*7,WPO,0,No,No,,8,dead,,
778,WBC,CW13_274,M,6,1,,NA,NA,,6,1,,2011,2011_04,48,"le 1,4",NA,Kapunga,0.8,3,1,4,4,0,No,NA,NA,NA,NA,NA,,WBC#5,WBC*7,WPO,0,No,No,,6,dead,,
779,WBC,CW13_262,M,15,0,,NA,NA,,15,0,,2011,2011_07,29,GN 56800,GN 56800,Kapunga,0.8,3,2,4,4,4,Yes,15,73,31.4,56,56,,WBC#7,CW13_387,WPO,0,Yes,No,,15,Censored,,
780,WBC,CW13_263,M,14,0,,NA,NA,,14,0,,2011,2011_07,29,GN 56801,GN 56801,Kapunga,1,4,3,4,4,4,Yes,14,71,27.7,46,21,,WBC#7,CW13_387,WPO,0,Yes,No,,14,Censored,,
781,WBC,CW13_264,M,14,0,,NA,NA,,14,0,,2011,2011_09,39,"ri 1,4",GN 56805,Kapunga,0.4,2,1,4,4,4,Yes,14,91,30.1,51,17,,CW13_402,WBC*5,WPO,0,Yes,No,,14,Censored,,
782,WBC,CW13_265,M,13,0,,NA,NA,,13,0,,2011,2011_09,39,"le 1,4",GN 56804,Kapunga,0.2,1,0,4,4,4,Yes,13,83,30.3,48,2,,CW13_402,WBC*5,WPO,0,Yes,No,,13,Censored,,
783,WBC,CW13_266,F,13,0,,NA,NA,,13,0,,2011,2011_09,39,"ri 2,3",GN 56808,Kapunga,1,4,2,4,4,4,Yes,13,88,29,44,11,,CW13_402,WBC*5,WPO,0,Yes,No,,13,Censored,,
784,WBC,CW13_267,F,15,0,,NA,NA,,15,0,,2011,2011_09,39,"le 2,3",GN 56807,Kapunga,0.8,3,4,4,4,4,Yes,15,110,31.5,53,53,,CW13_402,WBC*5,WPO,0,Yes,No,,15,Censored,,
785,WBC,CW13_289,F,16,0,,NA,NA,,16,0,,2011,2011_11,62,"ri 1,4",GN 56805,Kapunga,0.2,1,0,4,4,4,Yes,16,110,32.9,32.6,20.5,,CW13_397,CW13_237,WPO,0,Yes,No,,16,Censored,,
786,WBC,CW13_290,F,14,0,,NA,NA,,14,0,,2011,2011_11,62,"ri 2,3",GN 56808,Kapunga,0.8,3,2,4,4,4,Yes,14,84,29.4,38.9,2,,CW13_397,CW13_237,WPO,0,Yes,No,,14,Censored,,
787,WBC,CW13_291,F,15,0,,NA,NA,,15,0,,2011,2011_11,62,"le 1,4",GN 56804,Kapunga,0.4,2,1,4,4,4,Yes,15,90,31.1,32.1,21.4,,CW13_397,CW13_237,WPO,0,Yes,No,,15,Censored,,
788,WBC,CW13_292,M,14,0,,NA,NA,,14,0,,2011,2011_11,62,"le 2,3",GN 56807,Kapunga,1,4,4,4,4,4,Yes,14,77.5,27.8,48,2,,CW13_397,CW13_237,WPO,0,Yes,No,,14,Censored,,
789,WBC,CW13_282,M,20,0,,NA,NA,,20,0,,2011,2011_13,56,"li 1,4",GN 56827,Kapunga,0.4,2,1,5,4,2,Yes,20,96.5,29.5,49,25,,CW13_394,CW13_393,WPO,0,Yes,No,,20,Censored,,
790,WBC,CW13_283,M,9,1,,NA,NA,,9,1,,2011,2011_13,56,"ri 1,4",NA,Kapunga,0.6,3,2,5,4,2,No,NA,NA,NA,NA,NA,,CW13_394,CW13_393,WPO,0,No,No,,9,dead,,
791,WBC,CW13_284,M,19,0,,NA,NA,,19,0,,2011,2011_13,56,"ri 2,3",GN 56826,Kapunga,0.2,1,0,5,4,2,Yes,19,74,27.3,49,25,,CW13_394,CW13_393,WPO,0,Yes,No,,19,Censored,,
792,WBC,CW13_293,F,12,0,,NA,NA,,12,0,,2011,2011_15,67,"le 1,4",GN 56835,Kapunga,0.4,2,1,5,4,4,Yes,12,82,29.9,49,28,,CW13_255,CW13_399,WPO,0,Yes,No,,12,Censored,,
793,WBC,CW13_294,M,15,0,,NA,NA,,15,0,,2011,2011_15,67,"ri 2,3",GN 56836,Kapunga,0.6,3,2,5,4,4,Yes,15,74,29.6,44,18,,CW13_255,CW13_399,WPO,0,Yes,No,,15,Censored,,
794,WBC,CW13_295,F,13,0,,NA,NA,,13,0,,2011,2011_15,67,"ri 1,4",GN 56833,Kapunga,0.2,1,0,5,4,4,Yes,13,78.5,30.3,38,4,,CW13_255,CW13_399,WPO,0,Yes,No,,13,Censored,,
795,WBC,CW13_300,M,14,0,,NA,NA,,14,0,,2011,2011_15,67,"le 2,3",GN 56845,Kapunga,0.8,4,5,5,4,4,Yes,14,76,28.3,42,12,,CW13_255,CW13_399,WPO,0,Yes,No,,14,Censored,,
796,WBC,CW13_299,F,15,0,,NA,NA,,15,0,,2011,2011_17,71,"le 2,3",GN 56846,Kapunga,0.2,1,0,5,3,2,Yes,15,97.5,28.1,34,1,,WBC#7,CW13_387,WPO,0,Yes,No,,15,Censored,,
797,WBC,CW13_310,M,10,0,,NA,NA,,10,0,,2011,2011_17,71,"ri 1,4",NA,Kapunga,0.6,3,5,5,3,2,Yes,10,84,24.9,17,0,,WBC#7,CW13_387,WPO,0,Yes,No,,10,Censored,,
798,WBC,CW13_296,F,15,0,,NA,NA,,15,0,,2011,2011_20,62,"ri 1,4",GN 56844,Kapunga,0.2,1,0,5,5,3,Yes,15,94,32,47,1,,WBC#6,CW13_400,WPO,0,Yes,No,,15,Censored,,
799,WBC,CW13_297,M,13,0,,NA,NA,,13,0,,2011,2011_20,62,"ri 2,3",GN 56842,Kapunga,0.6,3,2,5,5,3,Yes,13,69,27.3,34,0,,WBC#6,CW13_400,WPO,0,Yes,No,,13,Censored,,
800,WBC,CW13_298,F,14,0,,NA,NA,,14,0,,2011,2011_20,62,"le 2,3",GN 56843,Kapunga,0.4,2,1,5,5,3,Yes,14,84,31.5,42,0,,WBC#6,CW13_400,WPO,0,Yes,No,,14,Censored,,
801,WBC,CW13_308,F,8,1,,NA,NA,,8,1,,2011,2011_20,62,"le 1,4",NA,Kapunga,0.8,4,3,5,5,3,No,NA,NA,NA,NA,NA,,WBC#6,CW13_400,WPO,0,No,No,,8,dead,,
802,WBC,CW13_309,F,6,1,,NA,NA,,6,1,,2011,2011_20,62,"ri 1,2,3,4",NA,Kapunga,1,5,5,5,5,3,No,NA,NA,NA,NA,NA,,WBC#6,CW13_400,WPO,0,No,No,,6,dead,,
803,WBC,CW13_316,M,14,0,,NA,NA,,14,0,,2011,2011_22,78,"le 2,3",GN 56850,Kapunga,0.2,1,0,4,2,2,Yes,14,90.5,32,49,1,,CW13_256,CW13_383,WPO,0,Yes,No,,14,Censored,,
804,WBC,CW13_317,M,13,0,,NA,NA,,13,0,,2011,2011_22,78,"ri 2,3",GN 56851,Kapunga,0.4,2,1,4,2,2,Yes,13,83.5,29.8,44,0,,CW13_256,CW13_383,WPO,0,Yes,No,,13,Censored,,
805,WBC,CW13_320,F,NA,NA,,NA,NA,,NA,NA,,2011,2011_22,78,NA,NA,Kapunga,0.8,3,2,4,2,2,No,NA,NA,NA,NA,NA,,CW13_256,CW13_383,WPO,0,NA,NA,,NA,Egg sample,,
806,WBC,CW13_321,M,NA,NA,,NA,NA,,NA,NA,,2011,2011_22,78,NA,NA,Kapunga,1,4,3,4,2,2,No,NA,NA,NA,NA,NA,,CW13_256,CW13_383,WPO,0,NA,NA,,NA,Egg sample,,
807,WBC,CW13_311,M,13,0,,NA,NA,,13,0,,2011,2011_26,75,"ri 2,3",GN 56849,Kapunga,0.2,1,0,3,1,1,Yes,13,80.5,30.8,55,39,,CW13_391,WBC*6,WPO,0,Yes,No,,13,Censored,,
808,WBC,CW13_318,NA,NA,NA,,NA,NA,,NA,NA,,2011,2011_26,75,NA,NA,Kapunga,0.6,2,1,3,1,1,No,NA,NA,NA,NA,NA,,CW13_391,WBC*6,WPO,0,NA,NA,,NA,Egg sample,,
809,WBC,CW13_319,NA,NA,NA,,NA,NA,,NA,NA,,2011,2011_26,75,NA,NA,Kapunga,1,3,2,3,1,1,No,NA,NA,NA,NA,NA,,CW13_391,WBC*6,WPO,0,NA,NA,,NA,Egg sample,,
810,WBC,CW13_335,M,17,0,,NA,NA,,17,0,,2011,2011_29,94,"ri 2,3",GN 56869,Kapunga,0.2,1,0,4,1,1,Yes,17,109.5,32.1,50,25,,WBC#23,CW13_385,WPO,0,Yes,No,,17,Censored,,
811,WBC,CW13_312,M,15,0,,NA,NA,,15,0,,2011,2011_30,81,"ri 2,3",GN 56853,Kapunga,0.2,1,0,4,4,4,Yes,15,88.5,32.8,47,13,,CW13_402,WBC*5,WPO,0,Yes,No,,15,Censored,,
812,WBC,CW13_313,F,16,0,,NA,NA,,16,0,,2011,2011_30,81,"ri 1,4",GN 56856,Kapunga,1,4,3,4,4,4,Yes,16,76,29.2,38,18,,CW13_402,WBC*5,WPO,0,Yes,No,,16,Censored,,
813,WBC,CW13_314,M,14,0,,NA,NA,,14,0,,2011,2011_30,81,"le 2,3",GN 56852,Kapunga,0.4,2,1,4,4,4,Yes,14,78.5,30.4,46,16,,CW13_402,WBC*5,WPO,0,Yes,No,,14,Censored,,
814,WBC,CW13_315,F,15,0,,NA,NA,,15,0,,2011,2011_30,81,"le 1,4",GN 56854,Kapunga,0.8,3,2,4,4,4,Yes,15,90.5,31,56,27,,CW13_402,WBC*5,WPO,0,Yes,No,,15,Censored,,
815,WBC,CW13_339,F,17,0,,NA,NA,,17,0,,2011,2011_32,101,"ri 2,3",GN 56879,Kapunga,0.4,2,1,4,4,3,Yes,17,99,28.6,42,9,,CW13_394,CW13_393,WPO,0,Yes,No,,17,Censored,,
816,WBC,CW13_340,M,16,0,,NA,NA,,16,0,,2011,2011_32,101,"le 1,4",GN 56877,Kapunga,0.8,3,2,4,4,3,Yes,16,90,28.4,38,19,,CW13_394,CW13_393,WPO,0,Yes,No,,16,Censored,,
817,WBC,CW13_341,F,17,0,,NA,NA,,17,0,,2011,2011_32,101,"le 2,3",GN 56878,Kapunga,1,4,3,4,4,3,Yes,17,87,29.8,43,16,,CW13_394,CW13_393,WPO,0,Yes,No,,17,Censored,,
818,WBC,CW13_322,F,13,0,,NA,NA,,13,0,,2011,2011_34,77,"ri 2,3",GN 56857,Kapunga,0.2,1,0,4,1,1,Yes,13,119.5,32,51,6,,WBC#8,CW13_385,WPO,0,Yes,No,,13,Censored,,
819,WBC,CW13_368,F,14,0,,NA,NA,,14,0,,2011,2011_35,109,"le 2,3",NA,Kapunga,0.4,2,1,4,2,2,Yes,14,63.5,24.2,28,10,,WBC#5,WBC*7,WPO,0,Yes,No,,14,Censored,,
820,WBC,CW13_382,F,NA,NA,,NA,NA,,NA,NA,,2011,2011_35,109,Keimscheibe,NA,Kapunga,0.8,3,NA,4,2,2,No,NA,NA,NA,NA,NA,,WBC#5,WBC*7,WPO,0,NA,NA,,NA,Egg sample,,
